order_number,item_purchased,price,quantity,category,mode of payment,seller_name,placed_on,shipped_on,delivered_on,courier,location,discount_type,free_shipping,refund_status,refund_reason
770342292411266,Cream-O Cookies 'N Cream 10's - Pack,140.83,1,Kitchen,N/A,LazMart,1/12/2024,N/A,N/A,N/A,"Magallanes, Cavite",Coins and voucher,Yes,Yes,Cancelled
770342292411266,E-wallet All Purposes flour 2kg,199.10,1,Kitchen,N/A,LazMart,1/12/2024,N/A,N/A,N/A,"Magallanes, Cavite",Coins and voucher,Yes,Yes,Cancelled
770342292411266,Softee Fruit Chew 40s x 2,80.58,1,Kitchen,N/A,LazMart,1/12/2024,N/A,N/A,N/A,"Magallanes, Cavite",Coins and voucher,Yes,Yes,Cancelled
770342292411266,Dutch Mill Youghurt Drink strawberry Juice 90ml x 4 - Pack of 2,98.21,1,Kitchen,N/A,LazMart,1/12/2024,N/A,N/A,N/A,"Magallanes, Cavite",Coins and voucher,Yes,Yes,Cancelled
770342292411266,Downy Fabric Conditioner ,155.01,1,Personal use,N/A,P&G Home Care Official Store,1/2/2024,N/A,N/A,N/A,"Magallanes, Cavite",Coins and voucher,Yes,Yes,Cancelled
770342292411266,Colgate fresh confidence cool methol gel toothpaste,143.79,1,Personal use,N/A,Colgate-Palmolive,1/2/2024,N/A,N/A,N/A,"Magallanes, Cavite",Coins and voucher,Yes,Yes,Cancelled
765042024111266,15pc 60W electric Solder IronMini Soldering Iron Adjustable,259.72,1,Personal use,Lazada Wallet,PH-Mall,1/2/2024,1/3/2024,1/4/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes ,N/A,N/A
764782082811266,869-2 new Korean fashion unisex gold bucke slippers,97.45,1,Personal use,Lazada Wallet,888 Fashion,1/2/2024,1/3/2024,1/5/2024,Ninja Van PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
764782082611266,QKZ AK6 Pro 1DD Dynamic earphone,196.08,1,Personal use,Lazada Wallet,QKZ Flagship,1/2/2024,1/5/2024,1/6/2024,Flash express,"Magallanes, Cavite",Voucher,Yes ,N/A,N/A
764782082411266,Liquid detergent diy kit 15-16L Yield,252.16,1,Others,Lazada Wallet,BritePH,1/2/2024,1/4/2024,1/5/2024,J&T Express PH,"Magallanes, Cavite",Coins and voucher,Yes,N/A,N/A
764782082211266,Golden eagle plastic stainless steel rapid heat electric kettle,309.50,1,Kitchen,Lazada Wallet,Golden Eagle Philippines,1/2/2024,1/3/2024,1/4/2024,Flash express,"Magallanes, Cavite",N/A,No,N/A,N/A
764782080011266,15g Sausage Pet Treat Pet Sausage,40.00,10,Pet Care,Lazada Wallet,Tom Pets Store,1/2/2024,1/3/2024,1/6/2024,Flash express,"Magallanes, Cavite",Coins,Yes,N/A,N/A
764782080011266,My dog assorted dental stick,53.07,1,Pet Care,Lazada Wallet,Tom Pets Store,,1/3/2024,1/6/2024,Flash express,"Magallanes, Cavite",Coins,Yes,N/A,N/A
764782080011266,15g Sausage Pet treat pet sausage -Tuna flavor,44.80,10,Pet Care,Lazada Wallet,Tom Pets Store,,1/3/2024,1/6/2024,Flash express,"Magallanes, Cavite",Coins,Yes,N/A,N/A
